	category	psmiles	compound	smiles	average size	water3	logkd
940	PE	[*]C=C[*]	4-nitrotoluene	CC1=CC=C(C=C1)[N+](=O)[O-]	150	1	2.59
391	PE	[*]C=C[*]	PCB 101	C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl	150	1	5.58
904	PE	[*]C=C[*]	2,4-dinitrotoluene	CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	150	1	2.35
730	PP	[*]CC([*])C	3,6-ICZ	C1=CC2=C(C=C1I)C3=C(N2)C=CC(=C3)I	150	3	2.383815366
554	PP	[*]CC([*])C	Chrysene	C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43	150	3	5.51
366	PE	[*]C=C[*]	PCB-118	C1=CC(=C(C=C1C2=CC(=C(C=C2Cl)Cl)Cl)Cl)Cl	100	3	6.299999997
345	PE	[*]C=C[*]	PCB 126  	C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl	150	1	6.69
535	PS	[*]C=C[*]c1ccccc1	1-naphthylamine	C1=CC=C2C(=C1)C=CC=C2N	175	2	1.471291711
919	PE	[*]C=C[*]	m-Xylene	CC1=CC(=CC=C1)C	150	1	2.49
211	PE	[*]C=C[*]	2,2′,3,4,4′,5,5′-heptachlorobiphenyl	C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl	95	1	7.39
502	PE	[*]C=C[*]	bromobenzene (BRB)	C1=CC=C(C=C1)Br	150	2	2.250663919
537	PS	[*]C=C[*]c1ccccc1	1-naphthol (NAP)	C1=CC=C2C(=C1)C=CC=C2O	150	2	0.908485019
175	PE	[*]C=C[*]	hexachlorobenzene (HeCB)	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl	301	1	4.576009455
